"Month","Type","Number","Title","Type2","URL"
2013-12-31,"Law","Ley 19183","AMPLIACION DE SUBSIDIO POR DESEMPLEO. COOPERATIVA INDUSTRIAL MARAGATA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19183-2013"
2013-12-31,"Law","Ley 19182","AMPLIACION DE SUBSIDIO POR DESEMPLEO. CHIC FRANCES S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19182-2013"
2013-12-31,"Law","Ley 19181","MODIFICACION DE LA LEY 18.407. LEY DE COOPERATIVAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19181-2013"
2013-12-31,"Law","Ley 19180","PRORROGA DEL PLAZO DE CADUCIDAD DE LOS PERMISOS DE FRECUENCIAS REGULARES DE VUELO DEL ""FIDEICOMISO DE AERONAVES LEY N° 18.931"" EX-PLUNA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19180-2013"
2013-12-31,"Law","Ley 19179","REGULACION DEL FORMATO PARA EL PROCESAMIENTO Y ALMACENAMIENTO DE
INFORMACION DIGITAL POR PARTE DE DETERMINADOS ORGANISMOS Y EMPRESAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19179-2013"
2013-12-31,"Law","Ley 19178","MODIFICACIONES A LA LEY SOBRE EL DERECHO DE ACCESO A LA INFORMACION PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19178-2013"
2013-12-31,"Law","Ley 19177","INSTRUMENTACION DE LA DECLARACION JURADA DE BIENES E INGRESOS REFERIDOS
EN LOS ARTICULOS 10 A 19 DE LA LEY 17.060","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19177-2013"
2013-12-31,"Law","Ley 19176","DENOMINACION DE PUENTE ""DR. ELIAS REGULES"". DURAZNO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19176-2013"
2013-12-31,"Law","Ley 19175","DECLARACION DE INTERES GENERAL. CONSERVACION, INVESTIGACION Y EL
DESARROLLO SOSTENIBLE DE LOS RECURSOS HIDROBIOLOGICOS Y ECOSISTEMAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19175-2013"
2013-12-31,"Law","Ley 19174","APROBACION DEL ACUERDO DE COOPERACION EN MATERIA DE CULTURA, CIENCIA Y EDUCACION ENTRE URUGUAY Y CROACIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19174-2013"
2013-12-31,"Law","Ley 19173","APROBACION DEL ACUERDO DE DEFENSA DE LA COMPETENCIA DEL MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19173-2013"
2013-12-31,"Law","Ley 19172","REGULACION Y CONTROL DEL CANNABIS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19172-2013"
2013-12-31,"Law","Ley 19171","PRORROGA DE PLAZO PARA LA PROHIBICION DE IMPORTAR VEHICULOS USADOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19171-2013"
2013-12-31,"Law","Ley 19170","APROBACION DEL ACUERDO ENTRE URUGUAY Y NORUEGA SOBRE INTERCAMBIO DE INFORMACION EN MATERIA TRIBUTARIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19170-2013"
2013-12-31,"Law","Ley 19169","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL.
PARTICIPACION EN LA OPERACION ""ESNAL II 2013""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19169-2013"
2014-01-31,"Law","Ley 19190","DECLARACION DE FERIADO. PUEBLO GENERAL ENRIQUE MARTINEZ. TREINTA Y TRES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19190-2014"
2014-01-31,"Law","Ley 19189","MODIFICACION DE LA LEY ORGANICA MILITAR SOBRE CONDICIONES DE RETIRO
OBLIGATORIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19189-2014"
2014-01-31,"Law","Ley 19188","LEY DE EDUCACION POLICIAL Y MILITAR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19188-2014"
2014-01-31,"Law","Ley 19187","MODIFICACION DE LA LEY 18.437 (LEY GENERAL DE EDUCACION)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19187-2014"
2014-02-28,"Law","..","..","..",".."
2014-03-31,"Law","Ley 19197","MODIFICACION DEL REGIMEN DE EXONERACIONES DEL IVA A DETERMINADOS BIENES Y
SERVICIOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19197-2014"
2014-03-31,"Law","Ley 19196","LEY DE RESPONSABILIDAD PENAL EMPRESARIAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19196-2014"
2014-03-31,"Law","Ley 19195","APROBACION DEL ACUERDO ENTRE EL GOBIERNO DE URUGUAY Y EL GOBIERNO DE LOS EMIRATOS ARABES UNIDOS SOBRE SERVICIOS AEREOS ENTRE Y MAS ALLA DE SUS RESPECTIVOS TERRITORIOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19195-2014"
2014-03-31,"Law","Ley 19194","DENOMINACION DE ESCUELAS PUBLICAS NROS. 23 Y 56. SALTO. DEROGACION DE LA
LEY 17.561","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19194-2014"
2014-03-31,"Law","Ley 19193","DENOMINACION DE LICEO PUBLICO ""PROFESORA ELISA LOCKHART DE VUAN"". PALMAR. SORIANO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19193-2014"
2014-03-31,"Law","Ley 19192","DENOMINACION DE ESCUELA PUBLICA Nº 97. ROCHA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19192-2014"
2014-03-31,"Law","Ley 19191","DENOMINACION DE ""CAPITAL NACIONAL DEL JAZZ"". MERCEDES. SORIANO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19191-2014"
2014-04-30,"Law","Ley 19210","LEY DE INCLUSION FINANCIERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19210-2014"
2014-04-30,"Law","Ley 19209","AUTORIZACION LA PARTICIPACION DE PERSONAL Y MEDIOS DE LA FUERZA AEREA URUGUAYA, EN EL EJERCITO MILITAR COMBINADO DENOMINADO ""TANQUE 2014""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19209-2014"
2014-04-30,"Law","Ley 19208","MODIFICACION DE LA LEY 17.060, RELATIVO A LA OBLIGACION DE PRESENTAR DECLARACION JURADA A FUNCIONARIOS PUBLICOS Y DETERMINADOS EMPLEADOS DE EMPRESAS PRIVADAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19208-2014"
2014-04-30,"Law","Ley 19207","PUEBLO CUARO. ARTIGAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19207-2014"
2014-04-30,"Law","Ley 19206","MODIFICACION DE LA DENOMINACION DE DIRECCION NACIONAL DE POLICIA TECNICA,
POR DIRECCION NACIONAL DE POLICIA CIENTIFICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19206-2014"
2014-04-30,"Law","Ley 19205","TIPIFICACION DEL DELITO A CUALQUIER TITULO Y EMPLEO DE ARMAS QUIMICAS, SUSTANCIAS QUIMICAS, TOXICAS O SUS PRECURSORES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19205-2014"
2014-04-30,"Law","Ley 19204","APROBACION DEL PROTOCOLO DE 1997 AL CONVENIO INTERNACIONAL PARA PREVENIR
LA CONTAMINACION POR LOS BUQUES DE 1973","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19204-2014"
2014-04-30,"Law","Ley 19203","DECLARACION DE FERIADO NO LABORABLE. TRANQUERAS. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19203-2014"
2014-04-30,"Law","Ley 19202","APROBACION DEL ACUERDO MARCO DE COOPERACION ENTRE URUGUAY Y DOMINICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19202-2014"
2014-04-30,"Law","Ley 19201","DENOMINACION DE POLICLINICA ""DOCTOR HECTOR MALFATTO LARGHERO"". SAN BAUTISTA. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19201-2014"
2014-04-30,"Law","Ley 19200","AUTORIZACION LA PARTICIPACION DE LA FUERZA AEREA URUGUAYA EN EL EJERCICIO COMBINADO ""RIO VI"" CON LA FUERZA AEREA ARGENTINA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19200-2014"
2014-04-30,"Law","Ley 19199","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL. PARTICIPACION EN EL EJERCICIO COMBINADO ""COOPERACION III"". PERU","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19199-2014"
2014-04-30,"Law","Ley 19198","APROBACION DEL CONVENIO INTERNACIONAL DEL TRABAJO N° 176 SOBRE SEGURIDAD Y
SALUD EN LAS MINAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19198-2014"
2014-05-31,"Law","Ley 19217","APROBACION DEL PROTOCOLO DE ADHESION DEL ESTADO PLURINACIONAL DE
BOLIVIA AL MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19217-2014"
2014-05-31,"Law","Ley 19216","APROBACION DEL ACUERDO MARCO DE COMERCIO Y COOPERACION ECONOMICA ENTRE EL
MERCOSUR Y LA ORGANIZACION PARA LA LIBERACION DE PALESTINA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19216-2014"
2014-05-31,"Law","Ley 19215","APROBACION DE LA DECISION WT/L/641 DEL CONSEJO GENERAL DE LA ORGANIZACION
MUNDIAL DEL COMERCIO. ENMIENDA DEL ACUERDO SOBRE LOS ADPIC","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19215-2014"
2014-05-31,"Law","Ley 19214","APROBACION DEL ACUERDO ENTRE URUGUAY Y BRASIL SOBRE RESIDENCIA PERMANENTE CON EL OBJETIVO DE ALCANZAR LA LIBRE CIRCULACION DE PERSONAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19214-2014"
2014-05-31,"Law","Ley 19213","APROBACION DEL AUMENTO DE RECURSOS DEL FONDO FINANCIERO PARA EL
DESARROLLO DE LA CUENCA DEL PLATA (FONPLATA). MODIFICACION AL CONVENIO CONSTITUTIVO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19213-2014"
2014-05-31,"Law","Ley 19212","AMPLIACION DEL SUBSIDIO POR DESEMPLEO. EX TRABAJADORES DE PLUNA S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19212-2014"
2014-05-31,"Law","Ley 19211","DECLARACION DEL ""DIA DE LA RESISTENCIA Y DEFENSA DE LA DEMOCRACIA""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19211-2014"
2014-06-30,"Law","Ley 19231","CREACION DEL FONDO NACIONAL DE COLONIZACION. MODIFICACION DEL ART. 7 DE
LA LEY 18.064 RELATIVO A LA TRANSFERENCIA DE RECURSOS I.N.C","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19231-2014"
2014-06-30,"Law","Ley 19230","MODIFICACION DEL ART. 3° DE LA LEY 19.181 LEY DE COOPERATIVAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19230-2014"
2014-06-30,"Law","Ley 19229","DENOMINACION DE ESCUELA PUBLICA Nº 6. PUEBLO BELEN. SALTO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19229-2014"
2014-06-30,"Law","Ley 19228","MODIFICACION DEL ART. 53 DE LA LEY 19.210 LEY DE INCLUSION FINANCIERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19228-2014"
2014-06-30,"Law","Ley 19227","APROBACION DEL PROTOCOLO DE NAGOYA SOBRE ACCESO A LOS RECURSOS 
GENETICOS Y PARTICIPACION JUSTA Y EQUITATIVA EN LOS BENEFICIOS QUE SE DERIVEN DE SU UTILIZACION AL CONVENIO SOBRE LA DIVERSIDAD BIOLOGICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19227-2014"
2014-06-30,"Law","Ley 19226","MODIFICACION DEL ART. 322 DEL CODIGO DEL PROCESO PENAL, RELATIVO A LA COMPETENCIA DEL JUEZ DE EJECUCION","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19226-2014"
2014-06-30,"Law","Ley 19225","APROBACION DEL TRATADO SOBRE COMERCIO DE ARMAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19225-2014"
2014-06-30,"Law","Ley 19224","APROBACION DEL ACUERDO ENTRE URUGUAY Y AUSTRALIA SOBRE INTERCAMBIO DE INFORMACION EN MATERIA TRIBUTARIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19224-2014"
2014-06-30,"Law","Ley 19223","APROBACION DEL ACUERDO ENTRE URUGUAY Y CANADA PARA EL INTERCAMBIO DE INFORMACION EN MATERIA TRIBUTARIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19223-2014"
2014-06-30,"Law","Ley 19222","APROBACION DEL CONVENIO DE SEGURIDAD SOCIAL ENTRE URUGUAY Y ALEMANIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19222-2014"
2014-06-30,"Law","Ley 19221","APROBACION DEL ACUERDO DE COOPERACION MUTUA PARA LA VIGILANCIA Y CONTROL
DEL ESPACIO AEREO ENTRE URUGUAY Y ARGENTINA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19221-2014"
2014-06-30,"Law","Ley 19220","APROBACION DEL CONVENIO DE SEGURIDAD SOCIAL ENTRE URUGUAY Y LUXEMBURGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19220-2014"
2014-06-30,"Law","Ley 19219","APROBACION DEL CONVENIO DE SEGURIDAD SOCIAL ENTRE URUGUAY Y SUIZA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19219-2014"
2014-06-30,"Law","Ley 19218","APROBACION DEL CONVENIO DE COOPERACION CIENTIFICA Y TECNOLOGICA ENTRE 
URUGUAY Y VIETNAM","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19218-2014"
2014-07-31,"Law","Ley 19245","MODIFICACION DEL ART. 124 DE LA LEY 17.738 RELATIVO A LA ESTRUCTURA
ORGANICA DE LA CAJA DE JUBILACIONES Y PENSIONES DE PROFESIONALES UNIVERSITARIOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19245-2014"
2014-07-31,"Law","Ley 19244","MODIFICACION DE LA LEY 18.256 SOBRE PROTECCION DEL DERECHO AL MEDIO AMBIENTE LIBRE DE HUMO DE TABACO Y SU CONSUMO. PUBLICIDAD PROMOCION Y PATROCINIO DE LOS PRODUCTOS DE TABACO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19244-2014"
2014-07-31,"Law","Ley 19243","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL.
PARTICIPACION EN EL DESFILE CIVICO-MILITAR. ANIVERSARIO DE LA
DECLARATORIA DE LA INDEPENDENCIA DE BRASIL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19243-2014"
2014-07-31,"Law","Ley 19242","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL. 
PARTICIPACION EN LA COMPETENCIA ""FUERZA COMANDO 2014""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19242-2014"
2014-07-31,"Law","Ley 19241","DENOMINACION DE ESCUELA PUBLICA Nº 183. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19241-2014"
2014-07-31,"Law","Ley 19240","DECLARACION DE LA CIUDAD DE SALTO ""CAPITAL NACIONAL DEL 
COOPERATIVISMO"". AÑO 2014","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19240-2014"
2014-07-31,"Law","Ley 19239","DENOMINACION DE ""DR. EDUARDO GUERRA MENDEZ"" AL HOSPITAL DE RIO BRANCO.
CERRO LARGO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19239-2014"
2014-07-31,"Law","Ley 19238","DECLARACION DE LA CIUDAD DE ARTIGAS ""CAPITAL NACIONAL DE LAS PIEDRAS
PRECIOSAS Y SEMIPRECIOSAS, AMATISTAS Y AGATAS""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19238-2014"
2014-07-31,"Law","Ley 19237","CIUDAD DE VILLA QUEBRACHO. PAYSANDU","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19237-2014"
2014-07-31,"Law","Ley 19236","CIUDAD VILLA RODRIGUEZ. SAN JOSE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19236-2014"
2014-07-31,"Law","Ley 19235","AMPLIACION DE SUBSIDIO POR DESEMPLEO. ARATIRI S.A.","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19235-2014"
2014-07-31,"Law","Ley 19234","DENOMINACION DE ESCUELA TECNICA DE LA PAZ. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19234-2014"
2014-07-31,"Law","Ley 19233","DETERMINACION DE LA CLAUSURA PROVISORIA DE CAUSAS PENALES PARA PENADOS
QUE SE ENCUENTREN EN LIBERTAD CONDICIONAL, ANTICIPADA O SUSPENSION CONDICIONAL DE LA PENA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19233-2014"
2014-07-31,"Law","Ley 19232","DENOMINACION DE PUENTE ""YAGUATIRICA"" SOBRE EL ARROYO YAGUARI. PASO DE LOS
MOIRONES. RIVERA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19232-2014"
2014-08-31,"Law","Ley 19263","MODIFICACION DEL ART. 20 DE LA LEY 19.088 RELATIVO A AJUSTES DEL IMPUESTO AL PATRIMONIO DEL SECTOR AGROPECUARIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19263-2014"
2014-08-31,"Law","Ley 19262","APROBACION DEL TRATADO DE MARRAKECH PARA FACILITAR EL ACCESO A LAS OBRAS PUBLICADAS A PERSONAS CIEGAS, CON DISCAPACIDAD VISUAL O CON OTRAS DIFICULTADES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19262-2014"
2014-08-31,"Law","Ley 19261","APROBACION DEL ACUERDO SOBRE EL BENEFICIO DE LITIGAR SIN GASTOS Y LA ASISTENCIA JURIDICA GRATUITA ENTRE LOS ESTADOS PARTES DEL MERCOSUR, BOLIVIA Y CHILE","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19261-2014"
2014-08-31,"Law","Ley 19260","APROBACION DEL ACUERDO DE COOPERACION ENTRE URUGUAY Y GEORGIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19260-2014"
2014-08-31,"Law","Ley 19259","APROBACION DEL PROTOCOLO PARA LA ELIMINACION DEL COMERCIO ILICITO DE 
PRODUCTOS DE TABACO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19259-2014"
2014-08-31,"Law","Ley 19258","CREACION DEL COLEGIO VETERINARIO DEL URUGUAY","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19258-2014"
2014-08-31,"Law","Ley 19257","APROBACION DEL CONVENIO ENTRE URUGUAY Y RUMANIA PARA EVITAR LA DOBLE IMPOSICION Y PREVENIR LA EVASION FISCAL EN MATERIA DE IMPUESTOS SOBRE LA RENTA Y SOBRE EL PATRIMONIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19257-2014"
2014-08-31,"Law","Ley 19256","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL.
ANIVERSARIO DE LA DECLARATORIA DE LA INDEPENDENCIA DE BRASIL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19256-2014"
2014-08-31,"Law","Ley 19255","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL. 
PARTICIPACION DEL EJERCICIO COMBINADO ""SALITRE 2014""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19255-2014"
2014-08-31,"Law","Ley 19254","MODIFICACIONES A LA LEY DE MIGRACIONES Nº 18.250. OBTENCION DE RESIDENCIA PERMANENTE A FAMILIARES DE NACIONALES DE LOS ESTADOS PARTE Y ASOCIADOS DEL MERCOSUR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19254-2014"
2014-08-31,"Law","Ley 19253","REGULACION DE LA ACTIVIDAD TURISTICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19253-2014"
2014-08-31,"Law","Ley 19252","REGULACION DE LOS PREMIOS QUE SE OTORGAN A LA LABOR LITERARIA E INTELECTUAL EN NUESTRO PAIS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19252-2014"
2014-08-31,"Law","Ley 19251","AUTORIZACION LA SALIDA DE UN BUQUE DE LA ARMADA NACIONAL. PARTICIPACION
EN EL EJERCICIO ""ATLASUR""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19251-2014"
2014-08-31,"Law","Ley 19250","AUTORIZACION LA SALIDA DEL PAIS DE BUQUES DE LA ARMADA NACIONAL. PARTICIPACION EN LA ""OPERACION ESNAL II""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19250-2014"
2014-08-31,"Law","Ley 19249","AUTORIZACION LA SALIDA DEL PAIS DE UN BUQUE DE LA ARMADA NACIONAL. PARTICIPACION EN LA ""OPERACION ANTARKOS XXX""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19249-2014"
2014-08-31,"Law","Ley 19248","AUTORIZACION DE AUMENTO DE CAPITAL. CORPORACION INTERAMERICANA DE
INVERSIONES (CII)","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19248-2014"
2014-08-31,"Law","Ley 19247","TIPIFICACION DE DELITOS Y MODIFICACION DEL CODIGO PENAL","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19247-2014"
2014-08-31,"Law","Ley 19246","REGULACION DEL DERECHO COMERCIAL MARITIMO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19246-2014"
2014-09-30,"Law","Ley 19289","EXONERACIONES DEL IMPUESTO A LA RENTA DE LAS ACTIVIDADES ECONOMICAS DE DETERMINADOS BIENES DE ACTIVO FIJO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19289-2014"
2014-09-30,"Law","Ley 19288","DEPURACION DE SOCIEDADES INACTIVAS E IDENTIFICACION DE TITULARES DE PARTICIPACIONES PATRIMONIALES AL PORTADOR EN LAS SOCIEDADES ANONIMAS Y EN
COMANDITA POR ACCIONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19288-2014"
2014-09-30,"Law","Ley 19287","MODIFICACION DE LA LEY 12.222 RELATIVO A LA RETENCION DE SUELDOS A LOS AFILIADOS A LA ""COOPERATIVA MAGISTERIAL DE CONSUMO""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19287-2014"
2014-09-30,"Law","Ley 19286","APROBACION DEL CODIGO DE ETICA MEDICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19286-2014"
2014-09-30,"Law","Ley 19285","PRORROGA DE PLAZO ESTABLECIDO EN EL ART. 277 DE LA LEY 16.170 PARA LA INTEGRACION DE CAPITAL ENTRE EL MGAP Y LOS TENEDORES DE SILOS, PLANTAS DE ALMACENAJE Y DEPOSITOS ADMINISTRADOS POR LA COMISION TECNICA DEL PLAN NACIONAL DE SILOS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19285-2014"
2014-09-30,"Law","Ley 19284","DEROGACION DE LA LEY 17.995 RELATIVA AL IMPUESTO AL VALOR AGREGADO E
IMPUESTO A LA CONTRIBUCION AL FINANCIAMIENTO DE LA SEGURIDAD SOCIAL EN
LA INDUSTRIA FRIGORIFICA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19284-2014"
2014-09-30,"Law","Ley 19283","DECLARACION DE INTERES GENERAL LA PRESERVACION Y DEFENSA DE LA PLENA SOBERANIA DEL ESTADO URUGUAYO EN RELACION A LOS RECURSOS NATURALES Y LA
TIERRA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19283-2014"
2014-09-30,"Law","Ley 19282","DECLARACION DEL ""DIA DEL PERRO DE TRABAJO""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19282-2014"
2014-09-30,"Law","Ley 19281","ACUÑACION DE MONEDAS CONMEMORATIVAS DEL ""REGLAMENTO PROVISORIO DE LA PROVINCIA ORIENTAL PARA EL FOMENTO DE LA CAMPAÑA Y SEGURIDAD DE SUS HACENDADOS""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19281-2014"
2014-09-30,"Law","Ley 19280","MODIFICACION DEL TEXTO ORDENADO DGI RELATIVO A LA DEDUCCION DEL IMPUESTO A LA RENTA DE LAS PERSONAS FISICAS","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19280-2014"
2014-09-30,"Law","Ley 19279","DESIGNACION ANUAL DE LA CAPITAL NACIONAL DEL COOPERATIVISMO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19279-2014"
2014-09-30,"Law","Ley 19278","MODIFICACION DEL ART. 28 DE LA LEY 18.211 RELATIVO A LA SUSPENSION DEL
PAGO DE LAS CUOTAS DE SALUD EN CASO DE INCUMPLIMIENTO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19278-2014"
2014-09-30,"Law","Ley 19277","AUTORIZACION DE SALIDA DE UNA DELEGACION DEL EJERCITO NACIONAL. PARTICIPACION EN EL ""72º ANIVERSARIO DE 6TO. GRUPO DE ARTILLERIA DE 
CAMPAÑA - GRUPO MARQUES DE TAMANDARE""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19277-2014"
2014-09-30,"Law","Ley 19276","APROBACION DEL CODIGO ADUANERO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19276-2014"
2014-09-30,"Law","Ley 19275","APROBACION DE RENDICION DE CUENTAS Y BALANCE DE EJECUCION PRESUPUESTAL. EJERCICIO 2013","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19275-2014"
2014-09-30,"Law","Ley 19274","DENOMINACION DE ESCUELA TECNICA DE TOLEDO. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19274-2014"
2014-09-30,"Law","Ley 19273","DENOMINACION DE LICEO PUBLICO DE TOLEDO. CANELONES","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19273-2014"
2014-09-30,"Law","Ley 19272","LEY DE DESCENTRALIZACION Y PARTICIPACION CIUDADANA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19272-2014"
2014-09-30,"Law","Ley 19271","APROBACION DEL ACUERDO MARCO DE ASOCIACION ENTRE EL MERCOSUR Y LA
REPUBLICA DE SURINAME","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19271-2014"
2014-09-30,"Law","Ley 19270","APROBACION DEL CONVENIO DE COOPERACION EDUCATIVA, CULTURAL Y DEPORTIVA 
ENTRE URUGUAY Y EL SALVADOR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19270-2014"
2014-09-30,"Law","Ley 19269","APROBACION DEL ACUERDO ENTRE URUGUAY Y SERBIA SOBRE COOPERACION EN
MATERIA VETERINARIA","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19269-2014"
2014-09-30,"Law","Ley 19268","APROBACION DE LA LEY DE ORGANIZACION CONSULAR","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19268-2014"
2014-09-30,"Law","Ley 19267","APROBACION DEL CONVENIO DE MINAMATA SOBRE EL MERCURIO","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19267-2014"
2014-09-30,"Law","Ley 19266","DECLARACION DEL ""DIA DEL REGLAMENTO DE TIERRAS DE 1815""","(Documento actualizado)","https://www.impo.com.uy/bases/leyes/19266-2014"
